iorig,x,y,z,vx,vy,vz,u,h,alpha,divv
36211,0.78515625,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.09757021300350169,0.0,1.8780045344386298,0.015185998,6.8717335e-13,-9.682237e-06
36212,0.80078125,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.09495281805879091,0.0,1.8780045344386298,0.015185998,4.2409728e-13,-9.422503e-06
36213,0.81640625,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.0914209755696777,0.0,1.8780045344386298,0.015185998,2.7604893e-13,-9.072026e-06
36214,0.83203125,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.08700869911003399,0.0,1.8780045344386298,0.015185998,1.8553074e-13,-8.634181e-06
36215,0.84765625,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.08175848131416201,0.0,1.8780045344386298,0.015185998,1.2695781e-13,-8.113183e-06
36216,0.86328125,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.07572088464949742,0.0,1.8780045344386298,0.015185998,8.7492954e-14,-7.5140506e-06
36217,0.87890625,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.06895405447240727,0.0,1.8780045344386298,0.015185998,6.0125794e-14,-6.8425543e-06
36218,0.89453125,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.06152315905662314,0.0,1.8780045344386298,0.015185998,4.0772114e-14,-6.10516e-06
36219,0.91015625,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.05349976198714001,0.0,1.8780045344386298,0.015185998,2.6930084e-14,-5.3089702e-06
36220,0.92578125,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.044961132963772625,0.0,1.8780045344386298,0.015185998,1.7007463e-14,-4.4616518e-06
36221,0.94140625,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.03598950365170582,0.0,1.8780045344386298,0.015185998,9.964109e-15,-3.5713656e-06
36222,0.95703125,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.026671275745606987,0.0,1.8780045344386298,0.015185998,5.1127836e-15,-2.6466848e-06
36223,0.97265625,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.017096188874073798,0.0,1.8780045344386298,0.015185998,2.004478e-15,-1.6965151e-06
36224,0.98828125,0.6064577208904824,-0.05740991584648074,0.49680029053867214,-0.007356456357954799,0.0,1.8780045344386298,0.015185998,3.6157309e-16,-7.300071e-07
36225,0.01171875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.007356456359990601,0.0,1.8795060026311865,0.015190268,0.0,1.0941444e-06
36226,0.02734375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.01709618887608512,0.0,1.8795060026311865,0.015190268,0.0,2.5427596e-06
36227,0.04296875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.026671275747574375,0.0,1.8795060026311865,0.015190268,0.0,3.9668867e-06
36228,0.05859375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.035989503653610415,0.0,1.8795060026311865,0.015190268,0.0,5.35281e-06
36229,0.07421875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.04496113296559599,0.0,1.8795060026311865,0.015190268,0.0,6.6871835e-06
36230,0.08984375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.05349976198886467,0.0,1.8795060026311865,0.015190268,0.0,7.9571555e-06
36231,0.10546875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.06152315905823241,0.0,1.8795060026311865,0.015190268,0.0,9.150496e-06
36232,0.12109375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.06895405447388574,0.0,1.8795060026311865,0.015190268,0.0,1.02557115e-05
36233,0.13671875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.07572088465083075,0.0,1.8795060026311865,0.015190268,0.0,1.126216e-05
36234,0.15234375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.08175848131533744,0.0,1.8795060026311865,0.015190268,0.0,1.2160147e-05
36235,0.16796875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.08700869911104014,0.0,1.8795060026311865,0.015190268,0.0,1.2941025e-05
36236,0.18359375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09142097557050494,0.0,1.8795060026311865,0.015190268,0.0,1.3597274e-05
36237,0.19921875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09495281805943123,0.0,1.8795060026311865,0.015190268,0.0,1.4122574e-05
36238,0.21484375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09757021300394896,0.0,1.8795060026311865,0.015190268,0.0,1.4511866e-05
36239,0.23046875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.0992479534599286,0.0,1.8795060026311865,0.015190268,0.0,1.47614e-05
36240,0.24609375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09996988186963275,0.0,1.8795060026311865,0.015190268,0.0,1.4868775e-05
36241,0.26171875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09972904566782972,0.0,1.8795060026311865,0.015190268,0.0,1.4832955e-05
36242,0.27734375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09852776423879733,0.0,1.8795060026311865,0.015190268,0.0,1.4654285e-05
36243,0.29296875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09637760657938449,0.0,1.8795060026311865,0.015190268,0.0,1.4334487e-05
36244,0.30859375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.09329927988324718,0.0,1.8795060026311865,0.015190268,0.0,1.3876639e-05
36245,0.32421875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.08932243011925396,0.0,1.8795060026311865,0.015190268,0.0,1.3285152e-05
36246,0.33984375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.08448535652459957,0.0,1.8795060026311865,0.015190268,0.0,1.2565722e-05
36247,0.35546875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.0788346427622142,0.0,1.8795060026311865,0.015190268,0.0,1.1725277e-05
36248,0.37109375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.07242470829462436,0.0,1.8795060026311865,0.015190268,0.0,1.0771911e-05
36249,0.38671875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.06531728429477993,0.0,1.8795060026311865,0.015190268,0.0,9.714806e-06
36250,0.40234375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.05758081914111303,0.0,1.8795060026311865,0.015190268,0.0,8.564141e-06
36251,0.41796875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.049289819222236034,0.0,1.8795060026311865,0.015190268,0.0,7.3310002e-06
36252,0.43359375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.04052413139968981,0.0,1.8795060026311865,0.015190268,0.0,6.027257e-06
36253,0.44921875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.03136817403901842,0.0,1.8795060026311865,0.015190268,0.0,4.665468e-06
36254,0.46484375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.021910124014761133,0.0,1.8795060026311865,0.015190268,0.0,3.2587484e-06
36255,0.48046875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.012241067518948196,0.0,1.8795060026311865,0.015190268,0.0,1.8206451e-06
36256,0.49609375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,0.002454122851278837,0.0,1.8795060026311865,0.015190268,0.0,3.6500793e-07
36257,0.51171875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.007356456361008505,0.0,1.8795060026311865,0.015190268,7.508855e-15,-1.0941444e-06
36258,0.52734375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.017096188877090766,0.0,1.8795060026311865,0.015190268,4.1896953e-14,-2.5427596e-06
36259,0.54296875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.026671275748558078,0.0,1.8795060026311865,0.015190268,1.082814e-13,-3.9668867e-06
36260,0.55859375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.035989503654562695,0.0,1.8795060026311865,0.015190268,2.157078e-13,-5.35281e-06
36261,0.57421875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.04496113296650768,0.0,1.8795060026311865,0.015190268,3.8096054e-13,-6.6871835e-06
36262,0.58984375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.053499761989726995,0.0,1.8795060026311865,0.015190268,6.3510774e-13,-7.9571555e-06
36263,0.60546875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.06152315905903706,0.0,1.8795060026311865,0.015190268,1.0386012e-12,-9.150496e-06
36264,0.62109375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.06895405447462495,0.0,1.8795060026311865,0.015190268,1.7198982e-12,-1.02557115e-05
36265,0.63671875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.07572088465149746,0.0,1.8795060026311865,0.015190268,2.990454e-12,-1.126216e-05
36266,0.65234375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.08175848131592515,0.0,1.8795060026311865,0.015190268,5.7731237e-12,-1.2160147e-05
36267,0.66796875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.08700869911154326,0.0,1.8795060026311865,0.015190268,1.39004e-11,-1.2941025e-05
36268,0.68359375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09142097557091856,0.0,1.8795060026311865,0.015190268,6.040139e-11,-1.3597274e-05
36269,0.69921875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09495281805975142,0.0,1.8795060026311865,0.015190268,1.7013871e-08,-1.4122574e-05
36270,0.71484375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09757021300417258,0.0,1.8795060026311865,0.015190268,4.9738855e-11,-1.4511866e-05
36271,0.73046875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09924795346005355,0.0,1.8795060026311865,0.015190268,1.2826231e-11,-1.47614e-05
36272,0.74609375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.0999698818696578,0.0,1.8795060026311865,0.015190268,5.610124e-12,-1.4868775e-05
36273,0.76171875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09972904566775465,0.0,1.8795060026311865,0.015190268,3.0377137e-12,-1.4832955e-05
36274,0.77734375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09852776423862285,0.0,1.8795060026311865,0.015190268,1.8402352e-12,-1.4654285e-05
36275,0.79296875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09637760657911225,0.0,1.8795060026311865,0.015190268,1.1915306e-12,-1.4334487e-05
36276,0.80859375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.09329927988287984,0.0,1.8795060026311865,0.015190268,8.038729e-13,-1.3876639e-05
36277,0.82421875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.08932243011879504,0.0,1.8795060026311865,0.015190268,5.5599085e-13,-1.3285152e-05
36278,0.83984375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.0844853565240535,0.0,1.8795060026311865,0.015190268,3.897837e-13,-1.2565722e-05
36279,0.85546875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.07883464276158622,0.0,1.8795060026311865,0.015190268,2.7453582e-13,-1.1725277e-05
36280,0.87109375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.07242470829392054,0.0,1.8795060026311865,0.015190268,1.927014e-13,-1.0771911e-05
36281,0.88671875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.06531728429400702,0.0,1.8795060026311865,0.015190268,1.3364732e-13,-9.714806e-06
36282,0.90234375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.057580819140278544,0.0,1.8795060026311865,0.015190268,9.0627504e-14,-8.564141e-06
36283,0.91796875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.04928981922134791,0.0,1.8795060026311865,0.015190268,5.9216575e-14,-7.3310002e-06
36284,0.93359375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.04052413139875669,0.0,1.8795060026311865,0.015190268,3.64424e-14,-6.027257e-06
36285,0.94921875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.031368174038049215,0.0,1.8795060026311865,0.015190268,2.0284818e-14,-4.665468e-06
36286,0.96484375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.021910124013765252,0.0,1.8795060026311865,0.015190268,9.3775416e-15,-3.2587484e-06
36287,0.98046875,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.012241067517935146,0.0,1.8795060026311865,0.015190268,2.8283756e-15,-1.8206451e-06
36288,0.99609375,0.6166127632206688,-0.05740991584648074,0.4952051202551323,-0.002454122850258462,0.0,1.8795060026311865,0.015190268,1.1200278e-16,-3.6500788e-07
36289,0.00390625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.002454122852299201,0.0,1.8817582102429717,0.015196665,0.0,5.468079e-07
36290,0.01953125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.012241067519961192,0.0,1.8817582102429717,0.015196665,0.0,2.7274566e-06
36291,0.03515625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.021910124015757003,0.0,1.8817582102429717,0.015196665,0.0,4.8818383e-06
36292,0.05078125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.03136817403998758,0.0,1.8817582102429717,0.015196665,0.0,6.989205e-06
36293,0.06640625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.040524131400622915,0.0,1.8817582102429717,0.015196665,0.0,9.029262e-06
36294,0.08203125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.04928981922312411,0.0,1.8817582102429717,0.015196665,0.0,1.0982362e-05
36295,0.09765625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.057580819141947515,0.0,1.8817582102429717,0.015196665,0.0,1.2829696e-05
36296,0.11328125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.06531728429555278,0.0,1.8817582102429717,0.015196665,0.0,1.4553473e-05
36297,0.12890625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.07242470829532814,0.0,1.8817582102429717,0.015196665,0.0,1.6137094e-05
36298,0.14453125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.07883464276284215,0.0,1.8817582102429717,0.015196665,0.0,1.7565302e-05
36299,0.16015625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.08448535652514562,0.0,1.8817582102429717,0.015196665,0.0,1.882435e-05
36300,0.17578125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.08932243011971287,0.0,1.8817582102429717,0.015196665,0.0,1.9902107e-05
36301,0.19140625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.09329927988361453,0.0,1.8817582102429717,0.015196665,0.0,2.0788197e-05
36302,0.20703125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.09637760657965672,0.0,1.8817582102429717,0.015196665,0.0,2.1474085e-05
36303,0.22265625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.09852776423897185,0.0,1.8817582102429717,0.015196665,0.0,2.1953167e-05
36304,0.23828125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.0997290456679048,0.0,1.8817582102429717,0.015196665,0.0,2.2220825e-05
36305,0.25390625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.0999698818696077,0.0,1.8817582102429717,0.015196665,0.0,2.2274487e-05
36306,0.26953125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.09924795345980365,0.0,1.8817582102429717,0.015196665,0.0,2.2113632e-05
36307,0.28515625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.09757021300372531,0.0,1.8817582102429717,0.015196665,0.0,2.1739812e-05
36308,0.30078125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.09495281805911107,0.0,1.8817582102429717,0.015196665,0.0,2.1156626e-05
36309,0.31640625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.09142097557009132,0.0,1.8817582102429717,0.015196665,0.0,2.0369689e-05
36310,0.33203125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.08700869911053706,0.0,1.8817582102429717,0.015196665,0.0,1.938658e-05
36311,0.34765625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.08175848131474972,0.0,1.8817582102429717,0.015196665,0.0,1.821677e-05
36312,0.36328125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.07572088465016408,0.0,1.8817582102429717,0.015196665,0.0,1.687152e-05
36313,0.37890625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.0689540544731465,0.0,1.8817582102429717,0.015196665,0.0,1.536379e-05
36314,0.39453125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.06152315905742776,0.0,1.8817582102429717,0.015196665,0.0,1.3708097e-05
36315,0.41015625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.05349976198800234,0.0,1.8817582102429717,0.015196665,0.0,1.1920388e-05
36316,0.42578125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.044961132964684285,0.0,1.8817582102429717,0.015196665,0.0,1.00178795e-05
36317,0.44140625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.035989503652658114,0.0,1.8817582102429717,0.015196665,0.0,8.018893e-06
36318,0.45703125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.02667127574659066,0.0,1.8817582102429717,0.015196665,0.0,5.9426798e-06
36319,0.47265625,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.01709618887507945,0.0,1.8817582102429717,0.015196665,0.0,3.8092357e-06
36320,0.48828125,0.626777814130625,-0.05740991584648074,0.49281713218394896,0.007356456358972673,0.0,1.8817582102429717,0.015196665,0.0,1.6391066e-06
36321,0.50390625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.002454122853319587,0.0,1.8817582102429717,0.015196665,4.639518e-15,-5.46808e-07
36322,0.51953125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.01224106752097421,0.0,1.8817582102429717,0.015196665,1.1844174e-13,-2.7274566e-06
36323,0.53515625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.021910124016752897,0.0,1.8817582102429717,0.015196665,4.0355948e-13,-4.8818383e-06
36324,0.55078125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.03136817404095676,0.0,1.8817582102429717,0.015196665,9.148179e-13,-6.989205e-06
36325,0.56640625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.04052413140155605,0.0,1.8817582102429717,0.015196665,1.7662756e-12,-9.029262e-06
36326,0.58203125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.0492898192240122,0.0,1.8817582102429717,0.015196665,3.1930702e-12,-1.0982362e-05
36327,0.59765625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.05758081914278203,0.0,1.8817582102429717,0.015196665,5.7179842e-12,-1.2829696e-05
36328,0.61328125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.06531728429632566,0.0,1.8817582102429717,0.015196665,1.0675115e-11,-1.4553473e-05
36329,0.62890625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.07242470829603195,0.0,1.8817582102429717,0.015196665,2.2317115e-11,-1.6137094e-05
36330,0.64453125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.07883464276347008,0.0,1.8817582102429717,0.015196665,6.074576e-11,-1.7565302e-05
36331,0.66015625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.0844853565256917,0.0,1.8817582102429717,0.015196665,3.746683e-10,-1.882435e-05
36332,0.67578125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.08932243012017177,0.0,1.8817582102429717,0.015196665,2.1391622e-09,-1.9902107e-05
36333,0.69140625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.09329927988398186,0.0,1.8817582102429717,0.015196665,1.15656686e-10,-2.0788197e-05
36334,0.70703125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.09637760657992894,0.0,1.8817582102429717,0.015196665,3.6789783e-11,-2.1474085e-05
36335,0.72265625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.09852776423914633,0.0,1.8817582102429717,0.015196665,1.7539812e-11,-2.1953167e-05
36336,0.73828125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.0997290456679799,0.0,1.8817582102429717,0.015196665,9.997555e-12,-2.2220825e-05
36337,0.75390625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.09996988186958267,0.0,1.8817582102429717,0.015196665,6.2823635e-12,-2.2274487e-05
36338,0.76953125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.09924795345967871,0.0,1.8817582102429717,0.015196665,4.1876468e-12,-2.2113632e-05
36339,0.78515625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.09757021300350169,0.0,1.8817582102429717,0.015196665,2.8979824e-12,-2.1739812e-05
36340,0.80078125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.09495281805879091,0.0,1.8817582102429717,0.015196665,2.0543157e-12,-2.1156626e-05
36341,0.81640625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.0914209755696777,0.0,1.8817582102429717,0.015196665,1.4776344e-12,-2.0369689e-05
36342,0.83203125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.08700869911003399,0.0,1.8817582102429717,0.015196665,1.0703682e-12,-1.938658e-05
36343,0.84765625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.08175848131416201,0.0,1.8817582102429717,0.015196665,7.757774e-13,-1.821677e-05
36344,0.86328125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.07572088464949742,0.0,1.8817582102429717,0.015196665,5.590857e-13,-1.687152e-05
36345,0.87890625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.06895405447240727,0.0,1.8817582102429717,0.015196665,3.9794093e-13,-1.536379e-05
36346,0.89453125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.06152315905662314,0.0,1.8817582102429717,0.015196665,2.774214e-13,-1.3708097e-05
36347,0.91015625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.05349976198714001,0.0,1.8817582102429717,0.015196665,1.8726507e-13,-1.1920388e-05
36348,0.92578125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.044961132963772625,0.0,1.8817582102429717,0.015196665,1.2028037e-13,-1.00178795e-05
36349,0.94140625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.03598950365170582,0.0,1.8817582102429717,0.015196665,7.1379094e-14,-8.018893e-06
36350,0.95703125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.026671275745606987,0.0,1.8817582102429717,0.015196665,3.697027e-14,-5.9426798e-06
36351,0.97265625,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.017096188874073798,0.0,1.8817582102429717,0.015196665,1.4585225e-14,-3.8092357e-06
36352,0.98828125,0.626777814130625,-0.05740991584648074,0.49281713218394896,-0.007356456357954799,0.0,1.8817582102429717,0.015196665,2.6399057e-15,-1.6391066e-06
36353,0.01171875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.007356456359990601,0.0,1.8851363580440446,0.015206244,0.0,2.4537937e-06
36354,0.02734375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.01709618887608512,0.0,1.8851363580440446,0.015206244,0.0,5.702545e-06
36355,0.04296875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.026671275747574375,0.0,1.8851363580440446,0.015206244,0.0,8.896377e-06
36356,0.05859375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.035989503653610415,0.0,1.8851363580440446,0.015206244,0.0,1.2004532e-05
36357,0.07421875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.04496113296559599,0.0,1.8851363580440446,0.015206244,0.0,1.4997078e-05
36358,0.08984375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.05349976198886467,0.0,1.8851363580440446,0.015206244,0.0,1.7845194e-05
36359,0.10546875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.06152315905823241,0.0,1.8851363580440446,0.015206244,0.0,2.052145e-05
36360,0.12109375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.06895405447388574,0.0,1.8851363580440446,0.015206244,0.0,2.3000073e-05
36361,0.13671875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.07572088465083075,0.0,1.8851363580440446,0.015206244,0.0,2.5257194e-05
36362,0.15234375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.08175848131533744,0.0,1.8851363580440446,0.015206244,0.0,2.7271073e-05
36363,0.16796875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.08700869911104014,0.0,1.8851363580440446,0.015206244,0.0,2.9022316e-05
36364,0.18359375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09142097557050494,0.0,1.8851363580440446,0.015206244,0.0,3.049406e-05
36365,0.19921875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09495281805943123,0.0,1.8851363580440446,0.015206244,0.0,3.167213e-05
36366,0.21484375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09757021300394896,0.0,1.8851363580440446,0.015206244,0.0,3.254518e-05
36367,0.23046875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.0992479534599286,0.0,1.8851363580440446,0.015206244,0.0,3.31048e-05
36368,0.24609375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09996988186963275,0.0,1.8851363580440446,0.015206244,0.0,3.3345605e-05
36369,0.26171875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09972904566782972,0.0,1.8851363580440446,0.015206244,0.0,3.326527e-05
36370,0.27734375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09852776423879733,0.0,1.8851363580440446,0.015206244,0.0,3.2864576e-05
36371,0.29296875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09637760657938449,0.0,1.8851363580440446,0.015206244,0.0,3.2147378e-05
36372,0.30859375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.09329927988324718,0.0,1.8851363580440446,0.015206244,0.0,3.112058e-05
36373,0.32421875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.08932243011925396,0.0,1.8851363580440446,0.015206244,0.0,2.9794077e-05
36374,0.33984375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.08448535652459957,0.0,1.8851363580440446,0.015206244,0.0,2.8180639e-05
36375,0.35546875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.0788346427622142,0.0,1.8851363580440446,0.015206244,0.0,2.6295807e-05
36376,0.37109375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.07242470829462436,0.0,1.8851363580440446,0.015206244,0.0,2.4157733e-05
36377,0.38671875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.06531728429477993,0.0,1.8851363580440446,0.015206244,0.0,2.1787004e-05
36378,0.40234375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.05758081914111303,0.0,1.8851363580440446,0.015206244,0.0,1.9206456e-05
36379,0.41796875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.049289819222236034,0.0,1.8851363580440446,0.015206244,0.0,1.644094e-05
36380,0.43359375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.04052413139968981,0.0,1.8851363580440446,0.015206244,0.0,1.3517088e-05
36381,0.44921875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.03136817403901842,0.0,1.8851363580440446,0.015206244,0.0,1.0463058e-05
36382,0.46484375,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.021910124014761133,0.0,1.8851363580440446,0.015206244,0.0,7.3082642e-06
36383,0.48046875,0.6369578775085634,-0.05740991584648074,0.4892460213811145,0.012241067518948196,0.0,1.8851363580440446,0.015206244,0.0,4.083088e-06
